orderid,custid,empid,orderdate,requireddate,shippeddate,shipperid,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry,chargeid
10520,70,7,2007-04-29 0:00:00,2007-05-27 0:00:00,2007-05-01 0:00:00,1,13.37,Ship to 70-B,Erling Skakkes gate 5678,Stavern,,10303,Norway,{ch_743w32_TEST}
10521,12,8,2007-04-29 0:00:00,2007-05-27 0:00:00,2007-05-02 0:00:00,2,17.22,Destination QTHBC,Cerrito 6789,Buenos Aires,,10134,Argentina,{ch_743w32_TEST}
10522,44,4,2007-04-30 0:00:00,2007-05-28 0:00:00,2007-05-06 0:00:00,1,45.33,Ship to 44-A,Magazinweg 4567,Frankfurt a.M.,,10222,Germany,{ch_743w32_TEST}
10523,72,7,2007-05-01 0:00:00,2007-05-29 0:00:00,2007-05-30 0:00:00,2,77.63,Ship to 72-C,1234 Wadhurst Rd.,London,,10309,UK,{ch_743w32_TEST}
10524,5,1,2007-05-01 0:00:00,2007-05-29 0:00:00,2007-05-07 0:00:00,2,244.79,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10525,9,1,2007-05-02 0:00:00,2007-05-30 0:00:00,2007-05-23 0:00:00,2,11.06,Ship to 9-B,"9012, rue des Bouchers",Marseille,,10368,France,{ch_743w32_TEST}
10526,87,4,2007-05-05 0:00:00,2007-06-02 0:00:00,2007-05-15 0:00:00,2,58.59,Ship to 87-C,Torikatu 3456,Oulu,,10352,Finland,{ch_743w32_TEST}
10527,63,7,2007-05-05 0:00:00,2007-06-02 0:00:00,2007-05-07 0:00:00,1,41.9,Ship to 63-B,Taucherstraße 2345,Cunewalde,,10280,Germany,{ch_743w32_TEST}
10528,32,6,2007-05-06 0:00:00,2007-05-20 0:00:00,2007-05-09 0:00:00,2,3.35,Destination LLUXZ,1234 Baker Blvd.,Eugene,OR,10189,USA,{ch_743w32_TEST}
10529,50,5,2007-05-07 0:00:00,2007-06-04 0:00:00,2007-05-09 0:00:00,2,66.69,Ship to 50-B,Rue Joseph-Bens 4567,Bruxelles,,10242,Belgium,{ch_743w32_TEST}
10530,59,3,2007-05-08 0:00:00,2007-06-05 0:00:00,2007-05-12 0:00:00,2,339.22,Ship to 59-C,Geislweg 8901,Salzburg,,10266,Austria,{ch_743w32_TEST}
10531,54,7,2007-05-08 0:00:00,2007-06-05 0:00:00,2007-05-19 0:00:00,1,8.12,Ship to 54-A,Ing. Gustavo Moncada 4567 Piso 20-A,Buenos Aires,,10252,Argentina,{ch_743w32_TEST}
10532,19,7,2007-05-09 0:00:00,2007-06-06 0:00:00,2007-05-12 0:00:00,3,74.46,Destination QTKCU,3456 King George,London,,10151,UK,{ch_743w32_TEST}
10533,24,8,2007-05-12 0:00:00,2007-06-09 0:00:00,2007-05-22 0:00:00,1,188.04,Destination KBSBN,Åkergatan 9012,Bräcke,,10167,Sweden,{ch_743w32_TEST}
10534,44,8,2007-05-12 0:00:00,2007-06-09 0:00:00,2007-05-14 0:00:00,2,27.94,Ship to 44-A,Magazinweg 4567,Frankfurt a.M.,,10222,Germany,{ch_743w32_TEST}
10535,3,4,2007-05-13 0:00:00,2007-06-10 0:00:00,2007-05-21 0:00:00,1,15.64,Destination FQFLS,Mataderos 3456,México D.F.,,10211,Mexico,{ch_743w32_TEST}
10536,44,3,2007-05-14 0:00:00,2007-06-11 0:00:00,2007-06-06 0:00:00,2,58.88,Ship to 44-B,Magazinweg 5678,Frankfurt a.M.,,10223,Germany,{ch_743w32_TEST}
10537,68,1,2007-05-14 0:00:00,2007-05-28 0:00:00,2007-05-19 0:00:00,1,78.85,Ship to 68-B,Starenweg 7890,Genève,,10295,Switzerland,{ch_743w32_TEST}
10538,11,9,2007-05-15 0:00:00,2007-06-12 0:00:00,2007-05-16 0:00:00,3,4.87,Destination DLEUN,Fauntleroy Circus 4567,London,,10132,UK,{ch_743w32_TEST}
10539,11,6,2007-05-16 0:00:00,2007-06-13 0:00:00,2007-05-23 0:00:00,3,12.36,Destination DLEUN,Fauntleroy Circus 4567,London,,10132,UK,{ch_743w32_TEST}
10540,63,3,2007-05-19 0:00:00,2007-06-16 0:00:00,2007-06-13 0:00:00,3,1007.64,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10541,34,2,2007-05-19 0:00:00,2007-06-16 0:00:00,2007-05-29 0:00:00,1,68.65,Destination SCQXA,"Rua do Paço, 7890",Rio de Janeiro,RJ,10195,Brazil,{ch_743w32_TEST}
10542,39,1,2007-05-20 0:00:00,2007-06-17 0:00:00,2007-05-26 0:00:00,3,10.95,Destination DKMQA,Maubelstr. 0123,Brandenburg,,10208,Germany,{ch_743w32_TEST}
10543,46,8,2007-05-21 0:00:00,2007-06-18 0:00:00,2007-05-23 0:00:00,2,48.17,Ship to 46-B,Carrera 1234 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,10228,Venezuela,{ch_743w32_TEST}
10544,48,4,2007-05-21 0:00:00,2007-06-18 0:00:00,2007-05-30 0:00:00,1,24.91,Ship to 48-C,7890 Chiaroscuro Rd.,Portland,OR,10234,USA,{ch_743w32_TEST}
10545,43,8,2007-05-22 0:00:00,2007-06-19 0:00:00,2007-06-26 0:00:00,2,11.92,Ship to 43-B,3456 Orchestra Terrace,Walla Walla,WA,10221,USA,{ch_743w32_TEST}
10546,84,1,2007-05-23 0:00:00,2007-06-20 0:00:00,2007-05-27 0:00:00,3,194.72,Ship to 84-C,"5678, rue du Commerce",Lyon,,10344,France,{ch_743w32_TEST}
10547,72,3,2007-05-23 0:00:00,2007-06-20 0:00:00,2007-06-02 0:00:00,2,178.43,Ship to 72-C,1234 Wadhurst Rd.,London,,10309,UK,{ch_743w32_TEST}
10548,79,3,2007-05-26 0:00:00,2007-06-23 0:00:00,2007-06-02 0:00:00,2,1.43,Ship to 79-A,Luisenstr. 7890,Münster,,10326,Germany,{ch_743w32_TEST}
10549,63,5,2007-05-27 0:00:00,2007-06-10 0:00:00,2007-05-30 0:00:00,1,171.24,Ship to 63-C,Taucherstraße 3456,Cunewalde,,10281,Germany,{ch_743w32_TEST}
10550,30,7,2007-05-28 0:00:00,2007-06-25 0:00:00,2007-06-06 0:00:00,3,4.32,Destination GGQIR,"C/ Romero, 6789",Sevilla,,10184,Spain,{ch_743w32_TEST}
10551,28,4,2007-05-28 0:00:00,2007-07-09 0:00:00,2007-06-06 0:00:00,3,72.95,Destination OTSWR,Jardim das rosas n. 9012,Lisboa,,10177,Portugal,{ch_743w32_TEST}
10552,35,2,2007-05-29 0:00:00,2007-06-26 0:00:00,2007-06-05 0:00:00,1,83.22,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela,{ch_743w32_TEST}
10553,87,2,2007-05-30 0:00:00,2007-06-27 0:00:00,2007-06-03 0:00:00,2,149.49,Ship to 87-B,Torikatu 2345,Oulu,,10351,Finland,{ch_743w32_TEST}
10554,56,4,2007-05-30 0:00:00,2007-06-27 0:00:00,2007-06-05 0:00:00,3,120.97,Ship to 56-C,Mehrheimerstr. 2345,Köln,,10260,Germany,{ch_743w32_TEST}
10555,71,6,2007-06-02 0:00:00,2007-06-30 0:00:00,2007-06-04 0:00:00,3,252.49,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10556,73,2,2007-06-03 0:00:00,2007-07-15 0:00:00,2007-06-13 0:00:00,1,9.8,Ship to 73-A,Vinbæltet 1234,Kobenhavn,,10310,Denmark,{ch_743w32_TEST}
10557,44,9,2007-06-03 0:00:00,2007-06-17 0:00:00,2007-06-06 0:00:00,2,96.72,Ship to 44-C,Magazinweg 6789,Frankfurt a.M.,,10224,Germany,{ch_743w32_TEST}
10558,4,1,2007-06-04 0:00:00,2007-07-02 0:00:00,2007-06-10 0:00:00,2,72.97,Ship to 4-B,Brook Farm Stratford St. Mary 1234,Colchester,Essex,10239,UK,{ch_743w32_TEST}
10559,7,6,2007-06-05 0:00:00,2007-07-03 0:00:00,2007-06-13 0:00:00,1,8.05,Ship to 7-B,"1234, place Kléber",Strasbourg,,10330,France,{ch_743w32_TEST}
10560,25,8,2007-06-06 0:00:00,2007-07-04 0:00:00,2007-06-09 0:00:00,1,36.65,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
10561,24,2,2007-06-06 0:00:00,2007-07-04 0:00:00,2007-06-09 0:00:00,2,242.21,Destination YCMPK,Åkergatan 8901,Bräcke,,10166,Sweden,{ch_743w32_TEST}
10562,66,1,2007-06-09 0:00:00,2007-07-07 0:00:00,2007-06-12 0:00:00,1,22.95,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy,{ch_743w32_TEST}
10563,67,2,2007-06-10 0:00:00,2007-07-22 0:00:00,2007-06-24 0:00:00,2,60.43,Ship to 67-B,"Av. Copacabana, 4567",Rio de Janeiro,RJ,10292,Brazil,{ch_743w32_TEST}
10564,65,4,2007-06-10 0:00:00,2007-07-08 0:00:00,2007-06-16 0:00:00,3,13.75,Ship to 65-B,8901 Milton Dr.,Albuquerque,NM,10286,USA,{ch_743w32_TEST}
10565,51,8,2007-06-11 0:00:00,2007-07-09 0:00:00,2007-06-18 0:00:00,2,7.15,Ship to 51-C,8901 rue St. Laurent,Montréal,Québec,10246,Canada,{ch_743w32_TEST}
10566,7,9,2007-06-12 0:00:00,2007-07-10 0:00:00,2007-06-18 0:00:00,1,88.4,Ship to 7-C,"2345, place Kléber",Strasbourg,,10331,France,{ch_743w32_TEST}
10567,37,1,2007-06-12 0:00:00,2007-07-10 0:00:00,2007-06-17 0:00:00,1,33.97,Destination DGKOU,6789 Johnstown Road,Cork,Co. Cork,10204,Ireland,{ch_743w32_TEST}
10568,29,3,2007-06-13 0:00:00,2007-07-11 0:00:00,2007-07-09 0:00:00,3,6.54,Destination VPNNG,"Rambla de Cataluña, 0123",Barcelona,,10178,Spain,{ch_743w32_TEST}
10569,65,5,2007-06-16 0:00:00,2007-07-14 0:00:00,2007-07-11 0:00:00,1,58.98,Ship to 65-B,8901 Milton Dr.,Albuquerque,NM,10286,USA,{ch_743w32_TEST}
10570,51,3,2007-06-17 0:00:00,2007-07-15 0:00:00,2007-06-19 0:00:00,3,188.99,Ship to 51-C,8901 rue St. Laurent,Montréal,Québec,10246,Canada,{ch_743w32_TEST}
10571,20,8,2007-06-17 0:00:00,2007-07-29 0:00:00,2007-07-04 0:00:00,3,26.06,Destination RVDMF,Kirchgasse 9012,Graz,,10157,Austria,{ch_743w32_TEST}
10572,5,3,2007-06-18 0:00:00,2007-07-16 0:00:00,2007-06-25 0:00:00,2,116.43,Ship to 5-B,Berguvsvägen 0123,Luleå,,10268,Sweden,{ch_743w32_TEST}
10573,3,7,2007-06-19 0:00:00,2007-07-17 0:00:00,2007-06-20 0:00:00,3,84.84,Destination LANNN,Mataderos 4567,México D.F.,,10212,Mexico,{ch_743w32_TEST}
10574,82,4,2007-06-19 0:00:00,2007-07-17 0:00:00,2007-06-30 0:00:00,2,37.6,Ship to 82-A,8901 DaVinci Blvd.,Kirkland,WA,10337,USA,{ch_743w32_TEST}
10575,52,5,2007-06-20 0:00:00,2007-07-04 0:00:00,2007-06-30 0:00:00,1,127.34,Ship to 52-C,Heerstr. 1234,Leipzig,,10249,Germany,{ch_743w32_TEST}
10576,80,3,2007-06-23 0:00:00,2007-07-07 0:00:00,2007-06-30 0:00:00,3,18.56,Ship to 80-C,Avda. Azteca 5678,México D.F.,,10334,Mexico,{ch_743w32_TEST}
10577,82,9,2007-06-23 0:00:00,2007-08-04 0:00:00,2007-06-30 0:00:00,2,25.41,Ship to 82-B,9012 DaVinci Blvd.,Kirkland,WA,10338,USA,{ch_743w32_TEST}
10578,11,4,2007-06-24 0:00:00,2007-07-22 0:00:00,2007-07-25 0:00:00,3,29.6,Destination NZASL,Fauntleroy Circus 5678,London,,10133,UK,{ch_743w32_TEST}
10579,45,1,2007-06-25 0:00:00,2007-07-23 0:00:00,2007-07-04 0:00:00,2,13.73,Ship to 45-C,9012 Polk St. Suite 5,San Francisco,CA,10226,USA,{ch_743w32_TEST}
10580,56,4,2007-06-26 0:00:00,2007-07-24 0:00:00,2007-07-01 0:00:00,3,75.89,Ship to 56-C,Mehrheimerstr. 2345,Köln,,10260,Germany,{ch_743w32_TEST}
10581,21,3,2007-06-26 0:00:00,2007-07-24 0:00:00,2007-07-02 0:00:00,1,3.01,Destination SSYXZ,"Rua Orós, 3456",Sao Paulo,SP,10161,Brazil,{ch_743w32_TEST}
10582,6,3,2007-06-27 0:00:00,2007-07-25 0:00:00,2007-07-14 0:00:00,2,27.71,Ship to 6-A,Forsterstr. 2345,Mannheim,,10300,Germany,{ch_743w32_TEST}
10583,87,2,2007-06-30 0:00:00,2007-07-28 0:00:00,2007-07-04 0:00:00,2,7.28,Ship to 87-C,Torikatu 3456,Oulu,,10352,Finland,{ch_743w32_TEST}
10584,7,4,2007-06-30 0:00:00,2007-07-28 0:00:00,2007-07-04 0:00:00,1,59.14,Ship to 7-B,"1234, place Kléber",Strasbourg,,10330,France,{ch_743w32_TEST}
10585,88,7,2007-07-01 0:00:00,2007-07-29 0:00:00,2007-07-10 0:00:00,1,13.41,Ship to 88-A,"Rua do Mercado, 4567",Resende,SP,10353,Brazil,{ch_743w32_TEST}
10586,66,9,2007-07-02 0:00:00,2007-07-30 0:00:00,2007-07-09 0:00:00,1,0.48,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy,{ch_743w32_TEST}
10587,61,1,2007-07-02 0:00:00,2007-07-30 0:00:00,2007-07-09 0:00:00,1,62.52,Ship to 61-C,"Rua da Panificadora, 7890",Rio de Janeiro,RJ,10275,Brazil,{ch_743w32_TEST}
10588,63,2,2007-07-03 0:00:00,2007-07-31 0:00:00,2007-07-10 0:00:00,3,194.67,Ship to 63-A,Taucherstraße 1234,Cunewalde,,10279,Germany,{ch_743w32_TEST}
10589,32,8,2007-07-04 0:00:00,2007-08-01 0:00:00,2007-07-14 0:00:00,2,4.42,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA,{ch_743w32_TEST}
10590,51,4,2007-07-07 0:00:00,2007-08-04 0:00:00,2007-07-14 0:00:00,3,44.77,Ship to 51-B,7890 rue St. Laurent,Montréal,Québec,10245,Canada,{ch_743w32_TEST}
10591,83,1,2007-07-07 0:00:00,2007-07-21 0:00:00,2007-07-16 0:00:00,1,55.92,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark,{ch_743w32_TEST}
10592,44,3,2007-07-08 0:00:00,2007-08-05 0:00:00,2007-07-16 0:00:00,1,32.1,Ship to 44-B,Magazinweg 5678,Frankfurt a.M.,,10223,Germany,{ch_743w32_TEST}
10593,44,7,2007-07-09 0:00:00,2007-08-06 0:00:00,2007-08-13 0:00:00,2,174.2,Ship to 44-C,Magazinweg 6789,Frankfurt a.M.,,10224,Germany,{ch_743w32_TEST}
10594,55,3,2007-07-09 0:00:00,2007-08-06 0:00:00,2007-07-16 0:00:00,2,5.24,Ship to 55-B,8901 Bering St.,Anchorage,AK,10256,USA,{ch_743w32_TEST}
10595,20,2,2007-07-10 0:00:00,2007-08-07 0:00:00,2007-07-14 0:00:00,1,96.78,Destination CUVPF,Kirchgasse 1234,Graz,,10159,Austria,{ch_743w32_TEST}
10596,89,8,2007-07-11 0:00:00,2007-08-08 0:00:00,2007-08-12 0:00:00,1,16.34,Ship to 89-C,9012 - 12th Ave. S.,Seattle,WA,10358,USA,{ch_743w32_TEST}
10597,59,7,2007-07-11 0:00:00,2007-08-08 0:00:00,2007-07-18 0:00:00,3,35.12,Ship to 59-B,Geislweg 7890,Salzburg,,10265,Austria,{ch_743w32_TEST}
10598,65,1,2007-07-14 0:00:00,2007-08-11 0:00:00,2007-07-18 0:00:00,3,44.42,Ship to 65-C,9012 Milton Dr.,Albuquerque,NM,10287,USA,{ch_743w32_TEST}
10599,11,6,2007-07-15 0:00:00,2007-08-26 0:00:00,2007-07-21 0:00:00,3,29.98,Destination DLEUN,Fauntleroy Circus 4567,London,,10132,UK,{ch_743w32_TEST}
10600,36,4,2007-07-16 0:00:00,2007-08-13 0:00:00,2007-07-21 0:00:00,1,45.13,Destination HOHCR,City Center Plaza 3456 Main St.,Elgin,OR,10201,USA,{ch_743w32_TEST}
10601,35,7,2007-07-16 0:00:00,2007-08-27 0:00:00,2007-07-22 0:00:00,1,58.3,Destination UOUWK,Carrera 9012 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10197,Venezuela,{ch_743w32_TEST}
10602,83,8,2007-07-17 0:00:00,2007-08-14 0:00:00,2007-07-22 0:00:00,2,2.92,Ship to 83-A,Smagsloget 0123,Århus,,10339,Denmark,{ch_743w32_TEST}
10603,71,8,2007-07-18 0:00:00,2007-08-15 0:00:00,2007-08-08 0:00:00,2,48.77,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA,{ch_743w32_TEST}
10604,28,1,2007-07-18 0:00:00,2007-08-15 0:00:00,2007-07-29 0:00:00,1,7.46,Destination CIRQO,Jardim das rosas n. 8901,Lisboa,,10176,Portugal,{ch_743w32_TEST}
10605,51,1,2007-07-21 0:00:00,2007-08-18 0:00:00,2007-07-29 0:00:00,2,379.13,Ship to 51-B,7890 rue St. Laurent,Montréal,Québec,10245,Canada,{ch_743w32_TEST}
10606,81,4,2007-07-22 0:00:00,2007-08-19 0:00:00,2007-07-31 0:00:00,3,79.4,Ship to 81-C,"Av. Inês de Castro, 7890",Sao Paulo,SP,10336,Brazil,{ch_743w32_TEST}
10607,71,5,2007-07-22 0:00:00,2007-08-19 0:00:00,2007-07-25 0:00:00,1,200.24,Ship to 71-C,9012 Suffolk Ln.,Boise,ID,10307,USA,{ch_743w32_TEST}
10608,79,4,2007-07-23 0:00:00,2007-08-20 0:00:00,2007-08-01 0:00:00,2,27.79,Ship to 79-C,Luisenstr. 9012,Münster,,10328,Germany,{ch_743w32_TEST}
10609,18,7,2007-07-24 0:00:00,2007-08-21 0:00:00,2007-07-30 0:00:00,2,1.85,Destination SNPXM,"0123, rue des Cinquante Otages",Nantes,,10148,France,{ch_743w32_TEST}
10610,41,8,2007-07-25 0:00:00,2007-08-22 0:00:00,2007-08-06 0:00:00,1,26.78,Ship to 41-C,0123 rue Alsace-Lorraine,Toulouse,,10218,France,{ch_743w32_TEST}
10611,91,6,2007-07-25 0:00:00,2007-08-22 0:00:00,2007-08-01 0:00:00,2,80.65,Ship to 91-B,ul. Filtrowa 6789,Warszawa,,10365,Poland,{ch_743w32_TEST}
10612,71,1,2007-07-28 0:00:00,2007-08-25 0:00:00,2007-08-01 0:00:00,2,544.08,Ship to 71-A,7890 Suffolk Ln.,Boise,ID,10305,USA,{ch_743w32_TEST}
10613,35,4,2007-07-29 0:00:00,2007-08-26 0:00:00,2007-08-01 0:00:00,2,8.11,Destination JYDLM,Carrera1234 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10199,Venezuela,{ch_743w32_TEST}
10614,6,8,2007-07-29 0:00:00,2007-08-26 0:00:00,2007-08-01 0:00:00,3,1.93,Ship to 6-A,Forsterstr. 2345,Mannheim,,10300,Germany,{ch_743w32_TEST}
10615,90,2,2007-07-30 0:00:00,2007-08-27 0:00:00,2007-08-06 0:00:00,3,0.75,Ship to 90-B,Keskuskatu 3456,Helsinki,,10362,Finland,{ch_743w32_TEST}
10616,32,1,2007-07-31 0:00:00,2007-08-28 0:00:00,2007-08-05 0:00:00,2,116.53,Destination LLUXZ,1234 Baker Blvd.,Eugene,OR,10189,USA,{ch_743w32_TEST}
10617,32,4,2007-07-31 0:00:00,2007-08-28 0:00:00,2007-08-04 0:00:00,2,18.53,Destination AVQUS,2345 Baker Blvd.,Eugene,OR,10190,USA,{ch_743w32_TEST}
10618,51,1,2007-08-01 0:00:00,2007-09-12 0:00:00,2007-08-08 0:00:00,1,154.68,Ship to 51-C,8901 rue St. Laurent,Montréal,Québec,10246,Canada,{ch_743w32_TEST}
10619,51,3,2007-08-04 0:00:00,2007-09-01 0:00:00,2007-08-07 0:00:00,3,91.05,Ship to 51-B,7890 rue St. Laurent,Montréal,Québec,10245,Canada,{ch_743w32_TEST}
10620,42,2,2007-08-05 0:00:00,2007-09-02 0:00:00,2007-08-14 0:00:00,3,0.94,Ship to 42-A,1234 Elm St.,Vancouver,BC,10219,Canada,{ch_743w32_TEST}
10621,38,4,2007-08-05 0:00:00,2007-09-02 0:00:00,2007-08-11 0:00:00,2,23.73,Destination LMVGS,Garden House Crowther Way 8901,Cowes,Isle of Wight,10206,UK,{ch_743w32_TEST}
10622,67,4,2007-08-06 0:00:00,2007-09-03 0:00:00,2007-08-11 0:00:00,3,50.97,Ship to 67-A,"Av. Copacabana, 3456",Rio de Janeiro,RJ,10291,Brazil,{ch_743w32_TEST}
10623,25,8,2007-08-07 0:00:00,2007-09-04 0:00:00,2007-08-12 0:00:00,2,97.18,Destination VAPXU,Berliner Platz 0123,München,,10168,Germany,{ch_743w32_TEST}
10624,78,4,2007-08-07 0:00:00,2007-09-04 0:00:00,2007-08-19 0:00:00,2,94.8,Ship to 78-C,6789 Grizzly Peak Rd.,Butte,MT,10325,USA,{ch_743w32_TEST}
10625,2,3,2007-08-08 0:00:00,2007-09-05 0:00:00,2007-08-14 0:00:00,1,43.9,Destination QOTQA,Avda. de la Constitución 3456,México D.F.,,10181,Mexico,{ch_743w32_TEST}
10626,5,1,2007-08-11 0:00:00,2007-09-08 0:00:00,2007-08-20 0:00:00,2,138.69,Ship to 5-A,Berguvsvägen 9012,Luleå,,10267,Sweden,{ch_743w32_TEST}
10627,71,8,2007-08-11 0:00:00,2007-09-22 0:00:00,2007-08-21 0:00:00,3,107.46,Ship to 71-B,8901 Suffolk Ln.,Boise,ID,10306,USA,{ch_743w32_TEST}
10628,7,4,2007-08-12 0:00:00,2007-09-09 0:00:00,2007-08-20 0:00:00,3,30.36,Ship to 7-B,"1234, place Kléber",Strasbourg,,10330,France,{ch_743w32_TEST}
10629,30,4,2007-08-12 0:00:00,2007-09-09 0:00:00,2007-08-20 0:00:00,3,85.46,Destination IIYDD,"C/ Romero, 5678",Sevilla,,10183,Spain,{ch_743w32_TEST}
10630,39,1,2007-08-13 0:00:00,2007-09-10 0:00:00,2007-08-19 0:00:00,2,32.35,Destination RMBHM,Maubelstr. 1234,Brandenburg,,10209,Germany,{ch_743w32_TEST}
10631,41,8,2007-08-14 0:00:00,2007-09-11 0:00:00,2007-08-15 0:00:00,1,0.87,Destination OLJND,8901 rue Alsace-Lorraine,Toulouse,,10216,France,{ch_743w32_TEST}
10632,86,8,2007-08-14 0:00:00,2007-09-11 0:00:00,2007-08-19 0:00:00,1,41.38,Ship to 86-C,Adenauerallee 0123,Stuttgart,,10349,Germany,{ch_743w32_TEST}
10633,20,7,2007-08-15 0:00:00,2007-09-12 0:00:00,2007-08-18 0:00:00,3,477.9,Destination FFXKT,Kirchgasse 0123,Graz,,10158,Austria,{ch_743w32_TEST}
10634,23,4,2007-08-15 0:00:00,2007-09-12 0:00:00,2007-08-21 0:00:00,3,487.38,Destination AGPCO,"6789, chaussée de Tournai",Lille,,10164,France,{ch_743w32_TEST}
10635,49,8,2007-08-18 0:00:00,2007-09-15 0:00:00,2007-08-21 0:00:00,3,47.46,Ship to 49-A,Via Ludovico il Moro 8901,Bergamo,,10235,Italy,{ch_743w32_TEST}
10636,87,4,2007-08-19 0:00:00,2007-09-16 0:00:00,2007-08-26 0:00:00,1,1.15,Ship to 87-A,Torikatu 1234,Oulu,,10350,Finland,{ch_743w32_TEST}
10637,62,6,2007-08-19 0:00:00,2007-09-16 0:00:00,2007-08-26 0:00:00,1,201.29,Ship to 62-C,"Alameda dos Canàrios, 0123",Sao Paulo,SP,10278,Brazil,{ch_743w32_TEST}
10638,47,3,2007-08-20 0:00:00,2007-09-17 0:00:00,2007-09-01 0:00:00,1,158.44,Ship to 47-B,Ave. 5 de Mayo Porlamar 4567,I. de Margarita,Nueva Esparta,10231,Venezuela,{ch_743w32_TEST}
10639,70,7,2007-08-20 0:00:00,2007-09-17 0:00:00,2007-08-27 0:00:00,3,38.64,Ship to 70-B,Erling Skakkes gate 5678,Stavern,,10303,Norway,{ch_743w32_TEST}
10640,86,4,2007-08-21 0:00:00,2007-09-18 0:00:00,2007-08-28 0:00:00,1,23.55,Ship to 86-A,Adenauerallee 8901,Stuttgart,,10347,Germany,{ch_743w32_TEST}
10641,35,4,2007-08-22 0:00:00,2007-09-19 0:00:00,2007-08-26 0:00:00,2,179.61,Destination JYDLM,Carrera1234 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,10199,Venezuela,{ch_743w32_TEST}
10642,73,7,2007-08-22 0:00:00,2007-09-19 0:00:00,2007-09-05 0:00:00,3,41.89,Ship to 73-C,Vinbæltet 2345,Kobenhavn,,10311,Denmark,{ch_743w32_TEST}
10643,1,6,2007-08-25 0:00:00,2007-09-22 0:00:00,2007-09-02 0:00:00,1,29.46,Destination LOUIE,Obere Str. 6789,Berlin,,10154,Germany,{ch_743w32_TEST}
10644,88,3,2007-08-25 0:00:00,2007-09-22 0:00:00,2007-09-01 0:00:00,2,0.14,Ship to 88-A,"Rua do Mercado, 4567",Resende,SP,10353,Brazil,{ch_743w32_TEST}
10645,34,4,2007-08-26 0:00:00,2007-09-23 0:00:00,2007-09-02 0:00:00,1,12.41,Destination DPCVR,"Rua do Paço, 6789",Rio de Janeiro,RJ,10194,Brazil,{ch_743w32_TEST}
10646,37,9,2007-08-27 0:00:00,2007-10-08 0:00:00,2007-09-03 0:00:00,3,142.33,Destination ATSOA,4567 Johnstown Road,Cork,Co. Cork,10202,Ireland,{ch_743w32_TEST}
10647,61,4,2007-08-27 0:00:00,2007-09-10 0:00:00,2007-09-03 0:00:00,2,45.54,Ship to 61-B,"Rua da Panificadora, 6789",Rio de Janeiro,RJ,10274,Brazil,{ch_743w32_TEST}
10648,67,5,2007-08-28 0:00:00,2007-10-09 0:00:00,2007-09-09 0:00:00,2,14.25,Ship to 67-C,"Av. Copacabana, 5678",Rio de Janeiro,RJ,10293,Brazil,{ch_743w32_TEST}
10649,50,5,2007-08-28 0:00:00,2007-09-25 0:00:00,2007-08-29 0:00:00,3,6.2,Ship to 50-B,Rue Joseph-Bens 4567,Bruxelles,,10242,Belgium,{ch_743w32_TEST}
10650,21,5,2007-08-29 0:00:00,2007-09-26 0:00:00,2007-09-03 0:00:00,3,176.81,Destination SSYXZ,"Rua Orós, 3456",Sao Paulo,SP,10161,Brazil,{ch_743w32_TEST}
10651,86,8,2007-09-01 0:00:00,2007-09-29 0:00:00,2007-09-11 0:00:00,2,20.6,Ship to 86-A,Adenauerallee 8901,Stuttgart,,10347,Germany,{ch_743w32_TEST}
10652,31,4,2007-09-01 0:00:00,2007-09-29 0:00:00,2007-09-08 0:00:00,2,7.14,Destination VNIAG,"Av. Brasil, 9012",Campinas,SP,10187,Brazil,{ch_743w32_TEST}
10653,25,1,2007-09-02 0:00:00,2007-09-30 0:00:00,2007-09-19 0:00:00,1,93.25,Destination QOCBL,Berliner Platz 1234,München,,10169,Germany,{ch_743w32_TEST}
10654,5,5,2007-09-02 0:00:00,2007-09-30 0:00:00,2007-09-11 0:00:00,1,55.26,Ship to 5-C,Berguvsvägen 1234,Luleå,,10269,Sweden,{ch_743w32_TEST}
10655,66,1,2007-09-03 0:00:00,2007-10-01 0:00:00,2007-09-11 0:00:00,2,4.41,Ship to 66-B,Strada Provinciale 1234,Reggio Emilia,,10289,Italy,{ch_743w32_TEST}
